题目,评委ID,阅卷量,信度,效度,公平性,区分力,评分均值,评分标准差,获奖率,公平性_raw,TOPSIS得分,排名,TOPSIS等权,排名等权,聚类,Silhouette,分层,信度_排名,效度_排名,公平性_排名,区分力_排名
D,专家D26,98,0.9046851996189487,0.7966077083327449,-0.5567722938671948,20.471615643708326,56.87755102040816,20.471615643708326,0.4387755102040816,0.5567722938671948,0.8091963801137384,2,0.8450724016969909,2,1,0.2501726331628677,优秀,4,3,28,4
D,专家D27,100,0.45470282746682045,0.7146326793159689,-0.6573543549626012,13.039459344620084,57.55,13.039459344620084,0.36,0.6573543549626012,0.3800241421373476,58,0.5196616218624192,57,0,0.2501726331628677,合格,61,38,31,51
D,专家D28,99,0.8555399648655355,0.7542593384060585,-0.40738154694202605,23.45865597055602,55.878787878787875,23.45865597055602,0.37373737373737376,0.40738154694202605,0.9196760751027581,1,0.8794920801825994,1,1,0.2501726331628677,优秀,8,17,20,1
D,专家D29,99,0.697897139744041,0.7543711897219301,-1.089886828690429,14.527331582990415,45.86868686868687,14.527331582990415,0.40404040404040403,1.089886828690429,0.46871523454631553,41,0.5962214271254532,37,3,0.2501726331628677,良好,35,16,46,41
D,专家D30,98,0.7238872140450435,0.48770185216012013,-0.09430849247253273,15.8218719705685,53.785714285714285,15.8218719705685,0.42857142857142855,0.09430849247253273,0.49948605255133793,35,0.5583342095102535,43,2,0.2501726331628677,需关注,25,66,9,32
D,专家D31,99,0.4133575355391613,0.6543765247911179,-0.42812744571664957,14.708791108166823,50.292929292929294,14.708791108166823,0.43434343434343436,0.42812744571664957,0.4304145320112173,45,0.5237685629346455,53,0,0.2501726331628677,合格,63,54,22,38
D,专家D32,99,0.7425780420471437,0.7833065019912769,-1.8230631493311393,18.065068483578916,65.34343434343434,18.065068483578916,0.3838383838383838,1.8230631493311393,0.6090674872708345,19,0.6110383665358157,34,3,0.2501726331628677,良好,24,6,67,16
D,专家D33,100,0.697897139744041,0.723796535279992,-0.3193752987156158,12.246615859085317,51.02,12.246615859085317,0.44,0.3193752987156158,0.4105589051121104,50,0.594479055103138,38,0,0.2501726331628677,合格,35,32,16,61
D,专家D34,100,0.6170889220069548,0.7060033933545555,-0.4854043822658192,16.789934484684565,49.91,16.789934484684565,0.45,0.4854043822658192,0.5674900617526561,24,0.6477157547696404,24,1,0.2501726331628677,优秀,47,42,25,26
D,专家D35,100,0.480329088548119,0.5061766866576222,-1.2841388923181438,17.49528793704179,44.57,17.49528793704179,0.48,1.2841388923181438,0.493342509592872,37,0.4308850357676021,66,2,0.2501726331628677,需关注,59,64,55,22
D,专家D36,99,0.697897139744041,0.7710092735322247,-0.16413209338317142,13.27817639476801,54.25252525252525,13.27817639476801,0.43434343434343436,0.16413209338317142,0.4602028157543826,43,0.6402334605263684,28,0,0.2501726331628677,合格,35,9,14,48
D,专家D37,100,0.7099460750826116,0.7537917380787511,-1.5548710015306364,17.977830792395395,42.76,17.977830792395395,0.44,1.5548710015306364,0.6075341764551606,20,0.6188841364591854,32,3,0.2501726331628677,良好,27,18,61,17
D,专家D38,100,0.9419267956504249,0.7163739777436227,-0.08447922883892998,17.051146589012717,53.72,17.051146589012717,0.41,0.08447922883892998,0.6362829745486009,15,0.7551278933479417,5,1,0.2501726331628677,优秀,1,35,7,25
D,专家D39,99,0.8487261146496815,0.6503123268695145,-0.00659578395937861,11.74810441523613,53.111111111111114,11.74810441523613,0.42424242424242425,0.00659578395937861,0.4161675379239421,49,0.6003746049766059,36,0,0.2501726331628677,合格,10,55,1,64
D,专家D40,99,0.697897139744041,0.7652577417972029,-0.7730111603658961,16.151947865663658,58.323232323232325,16.151947865663658,0.43434343434343436,0.7730111603658961,0.5536340543487752,26,0.662248066350268,21,1,0.2501726331628677,优秀,35,11,35,29
D,专家D41,100,0.697897139744041,0.6895461781242997,-1.1435376864287836,12.337337638242701,45.51,12.337337638242701,0.33,1.1435376864287836,0.36979240810849673,61,0.5208638933846732,55,3,0.2501726331628677,良好,35,48,49,60
D,专家D42,99,0.749117387466902,0.7405049505963939,-0.3767579958967678,19.674859385199287,50.63636363636363,19.674859385199287,0.46464646464646464,0.3767579958967678,0.7441982079072524,4,0.7802148151126218,3,1,0.2501726331628677,优秀,23,22,17,7
D,专家D43,99,0.697897139744041,0.6442850763778615,-0.12142161296852769,18.32322675486869,52.343434343434346,18.32322675486869,0.40404040404040403,0.12142161296852769,0.6497174261192036,13,0.6901689664081956,14,1,0.2501726331628677,优秀,35,56,10,14
D,专家D44,98,0.8080526623069951,0.7146157136147703,-1.75643086778206,12.979174682039897,64.89795918367346,12.979174682039897,0.4387755102040816,1.75643086778206,0.39715643357546665,53,0.5207393024798458,56,3,0.2501726331628677,良好,18,39,65,53
D,专家D45,100,0.5966944919194191,0.7340364979741048,-0.4569228486947898,20.25107157658577,56.21,20.25107157658577,0.5,0.4569228486947898,0.7360657028234722,6,0.7236122996356111,7,1,0.2501726331628677,优秀,48,27,23,5
D,专家D46,98,0.9132310642377757,0.6815434912176809,-1.2045584876821123,17.784704386657175,45.10204081632653,17.784704386657175,0.3979591836734694,1.2045584876821123,0.6245523038432964,18,0.6629796308712769,20,1,0.2501726331628677,优秀,3,49,51,20
D,专家D47,98,0.8195715183331556,0.7768496813691127,-1.8913859154959667,12.68877448446202,40.51020408163265,12.68877448446202,0.42857142857142855,1.8913859154959667,0.4040398927287222,51,0.5347240084844838,50,3,0.2501726331628677,良好,16,7,68,56
D,专家D48,99,0.49037693638934615,0.752857550602466,-1.4891617255019045,12.995639430977512,63.111111111111114,12.995639430977512,0.4444444444444444,1.4891617255019045,0.36124135728869344,63,0.48002832076284246,62,3,0.2501726331628677,良好,58,19,60,52
D,专家D49,99,0.8443490910434345,0.7922422517367819,-1.1310864429338998,13.537855942355412,60.717171717171716,13.537855942355412,0.47474747474747475,1.1310864429338998,0.4625467154125095,42,0.6190233457609456,31,3,0.2501726331628677,良好,11,4,48,47
D,专家D50,100,0.15294921344949883,0.7026611115020307,-1.055225852479303,20.138666788047313,60.21,20.138666788047313,0.46,1.055225852479303,0.5988542670729197,22,0.5108834378477174,60,1,0.2501726331628677,优秀,69,43,44,6
D,专家D51,100,0.8053808133003819,0.7376833894865457,-0.6693825559295565,11.318904540634664,48.68,11.318904540634664,0.39,0.6693825559295565,0.39342478305083883,55,0.5832967793011966,40,0,0.2501726331628677,合格,19,23,32,67
D,专家D52,99,0.6245070235582565,0.5679646249312178,-1.218716680861935,13.707223300699647,61.303030303030305,13.707223300699647,0.42424242424242425,1.218716680861935,0.36477687635850764,62,0.44898629892602165,64,2,0.2501726331628677,需关注,46,63,52,46
D,专家D53,99,0.697897139744041,0.789120156452467,-1.2308036102313182,15.050559284018616,61.38383838383838,15.050559284018616,0.5151515151515151,1.2308036102313182,0.4939558493913756,36,0.6077057805480847,35,3,0.2501726331628677,良好,35,5,53,37
D,专家D54,100,0.697897139744041,0.6732122071537049,-0.04858104861185889,15.228578397210951,53.48,15.228578397210951,0.4,0.04858104861185889,0.5162151882564163,32,0.6468367362531678,25,0,0.2501726331628677,合格,35,50,3,36
D,专家D55,98,0.5754401443071087,0.7158069509535474,-1.1001291034265994,16.506179979309906,60.51020408163265,16.506179979309906,0.45918367346938777,1.1001291034265994,0.5262883010573102,30,0.5807902155195828,41,3,0.2501726331628677,良好,51,36,47,27
D,专家D56,99,0.3871447794071155,0.6709948128496745,-0.5928118583745084,17.58768897232975,49.19191919191919,17.58768897232975,0.37373737373737376,0.5928118583745084,0.5516856042693637,28,0.560129662063061,42,1,0.2501726331628677,优秀,65,52,29,21
D,专家D57,100,0.8383619007756639,0.7373274940030733,-0.6304928606835635,18.34765380096322,48.94,18.34765380096322,0.37,0.6304928606835635,0.6793770968930415,12,0.7497397334880542,6,1,0.2501726331628677,优秀,13,24,30,13
D,专家D58,100,0.697897139744041,0.6407700117967854,-1.444122804939237,16.478892559877927,62.81,16.478892559877927,0.41,1.444122804939237,0.512243058969489,33,0.5414816659351943,47,3,0.2501726331628677,良好,35,57,59,28
D,专家D59,98,0.5659963436928701,0.6183512431122,-0.16363336375089244,12.877615705390761,52.06122448979592,12.877615705390761,0.40816326530612246,0.16363336375089244,0.3892214833308531,57,0.5361481301663267,48,0,0.2501726331628677,合格,53,60,13,54
D,专家D60,99,0.5381667198977964,0.7170593068710756,-1.4192556540061467,13.93781282205448,43.666666666666664,13.93781282205448,0.45454545454545453,1.4192556540061467,0.394241413245666,54,0.4943823359023532,61,3,0.2501726331628677,良好,56,34,58,45
D,专家D61,97,0.5663928142688461,0.6377298161976049,-0.39484166213111677,21.870336452312703,50.51546391752577,21.870336452312703,0.422680412371134,0.39484166213111677,0.7601991710078961,3,0.6815128739233045,17,1,0.2501726331628677,优秀,52,59,19,2
D,专家D62,100,0.5873158063126382,0.727704678765386,-0.7201761703599753,18.29833598991996,57.97,18.29833598991996,0.44,0.7201761703599753,0.6320484415456283,16,0.6604020378711419,22,1,0.2501726331628677,优秀,49,30,34,15
D,专家D63,99,0.697897139744041,0.7737275415905498,-0.9452499038796192,19.439283061531153,59.474747474747474,19.439283061531153,0.3939393939393939,0.9452499038796192,0.7077538779571008,7,0.7178935812709242,9,1,0.2501726331628677,优秀,35,8,41,10
D,专家D64,99,0.8325135443398918,0.7585221532459716,-1.1563649402220424,12.675508006149409,45.42424242424242,12.675508006149409,0.4444444444444444,1.1563649402220424,0.4232778151698314,48,0.5869926974508961,39,3,0.2501726331628677,良好,14,14,50,57
D,专家D65,99,0.7098494249351497,0.7193439020144489,-0.05343263526574229,15.777480306046105,52.7979797979798,15.777480306046105,0.3939393939393939,0.05343263526574229,0.5518560243604008,27,0.6836937767080926,16,0,0.2501726331628677,合格,28,33,4,33
D,专家D66,99,0.824816979750155,0.8120927672508766,-0.8969021864020824,16.10844789742053,59.15151515151515,16.10844789742053,0.48484848484848486,0.8969021864020824,0.5742312357920701,23,0.6948226404585193,12,3,0.2501726331628677,良好,15,2,40,30
D,专家D67,99,0.16700429125162164,0.4075506573319401,-1.3441185730692944,13.084812771795066,62.14141414141414,13.084812771795066,0.5656565656565656,1.3441185730692944,0.22429602564772336,68,0.2371690156347793,68,2,0.2501726331628677,需关注,68,68,57,50
D,专家D68,98,0.8112422645697981,0.7349676455942626,-0.9832474276087584,17.87023718158997,46.58163265306123,17.87023718158997,0.40816326530612246,0.9832474276087584,0.6382259197189453,14,0.6962563997764385,11,1,0.2501726331628677,优秀,17,26,42,18
D,专家D69,99,0.697897139744041,0.6921064046379035,-1.311984155852863,12.550268274091117,44.38383838383838,12.550268274091117,0.3838383838383838,1.311984155852863,0.37048367515542946,59,0.5116622872846519,59,3,0.2501726331628677,良好,35,47,56,58
E,专家E01,102,0.5807151046384342,0.6539688144925848,-0.9103744959632791,12.351198134105983,64.3921568627451,12.351198134105983,0.35294117647058826,0.9103744959632791,0.4966064573836889,28,0.5556484904710458,28,2,0.27703238553207465,良好,29,27,27,24
E,专家E02,103,0.7022742187179872,0.7542123896468638,-0.3694106827904591,15.302079699609095,59.89320388349515,15.302079699609095,0.4368932038834951,0.3694106827904591,0.7338961059831841,7,0.7734438197348232,6,0,0.27703238553207465,优秀,6,9,15,17
E,专家E03,103,0.6864983130221745,0.7849907355354366,-0.31935507434448623,11.699387659171965,54.16504854368932,11.699387659171965,0.47572815533980584,0.31935507434448623,0.6721867369414337,12,0.7050441197330992,11,2,0.27703238553207465,良好,7,2,11,27
E,专家E04,103,0.6772454963065246,0.6610559588720044,-0.6497291578515878,15.319588495984611,51.41747572815534,15.319588495984611,0.4854368932038835,0.6497291578515878,0.5899154217662017,19,0.6724786082594617,17,2,0.27703238553207465,良好,9,24,24,16
E,专家E05,103,0.7197139779437123,0.6185479542436745,-1.235763751210473,13.944951899389746,46.54368932038835,13.944951899389746,0.4077669902912621,1.235763751210473,0.4953346369856122,29,0.5931553159885243,24,2,0.27703238553207465,良好,3,30,31,19
E,专家E06,103,0.6631132009635299,0.4961391018089525,-1.8965119182246752,12.957270059457827,41.04854368932039,12.957270059457827,0.4368932038834951,1.8965119182246752,0.326403954548859,35,0.4379521984971038,35,1,0.27703238553207465,合格,14,37,35,21
E,专家E07,103,0.7152439484220156,0.7670611256307973,-0.3345312689932229,10.254927615065585,54.03883495145631,10.254927615065585,0.49514563106796117,0.3345312689932229,0.6231625863755009,16,0.67399284182204,15,2,0.27703238553207465,良好,4,5,13,33
E,专家E08,103,0.5573508580999793,0.5718966554909954,-1.7329334019999785,8.868186714421809,71.23300970873787,8.868186714421809,0.4174757281553398,1.7329334019999785,0.2865403941819731,36,0.3723021191044659,36,1,0.27703238553207465,合格,33,34,34,36
E,专家E09,103,0.6528817294372534,0.6936545484716199,-2.0107745040306853,9.33078909974213,73.54368932038835,9.33078909974213,0.3883495145631068,2.0107745040306853,0.47177056961995806,30,0.48513844697496544,34,2,0.27703238553207465,良好,19,19,37,35
E,专家E10,103,0.5650452818710093,0.640518089891193,-0.36707588361373056,11.102942504807361,59.87378640776699,11.102942504807361,0.39805825242718446,0.36707588361373056,0.46600079219884877,31,0.5550230544423868,29,2,0.27703238553207465,良好,32,28,14,30
E,专家E11,103,0.3564435922009695,0.49711733984911666,-1.2659735666542522,11.579785481743002,67.3495145631068,11.579785481743002,0.47572815533980584,1.2659735666542522,0.2626055837499834,37,0.3279184917068289,37,1,0.27703238553207465,合格,37,36,32,28
E,专家E12,103,0.6247064919550928,0.5886545587787396,-0.6682649774117234,12.303694689274478,62.37864077669903,12.303694689274478,0.3883495145631068,0.6682649774117234,0.4251207352162017,33,0.5470091297254113,31,2,0.27703238553207465,良好,23,33,25,25
E,专家E13,103,0.6701901183031707,0.696550364351957,-1.9186925104035975,12.872827213164433,40.86407766990291,12.872827213164433,0.3883495145631068,1.9186925104035975,0.5530458145693341,21,0.5561353507501586,27,2,0.27703238553207465,良好,12,17,36,22
E,专家E14,103,0.5543827670912219,0.6775694460283893,-0.4664474224783899,10.988807406089396,52.94174757281554,10.988807406089396,0.3883495145631068,0.4664474224783899,0.5084828938948801,26,0.5658296310949333,26,2,0.27703238553207465,良好,35,22,19,31
E,专家E15,103,0.6534092044458989,0.7669493641962933,-0.5411609961337059,15.817658555528432,52.320388349514566,15.817658555528432,0.4563106796116505,0.5411609961337059,0.7530952374585616,6,0.7606089508615838,8,0,0.27703238553207465,优秀,18,6,21,13
E,专家E16,103,0.6132086865607544,0.745131040985106,-1.1960721652060864,16.395405235845264,46.87378640776699,16.395405235845264,0.46601941747572817,1.1960721652060864,0.7106351387253492,8,0.6820967457874719,14,0,0.27703238553207465,优秀,26,10,29,7
E,专家E17,103,0.5984680325900538,0.688567317650327,-0.23296750480552753,15.901578947597482,54.883495145631066,15.901578947597482,0.46601941747572817,0.23296750480552753,0.6387481819106116,14,0.6899593583569033,13,0,0.27703238553207465,优秀,27,21,7,11
E,专家E18,103,0.6770373154862044,0.7188362180262436,-0.6473943586748592,15.422005399493047,51.43689320388349,15.422005399493047,0.42718446601941745,0.6473943586748592,0.6776393988069279,11,0.7221705913219391,10,0,0.27703238553207465,优秀,10,14,23,15
E,专家E19,103,0.6730408608569558,0.6930897930624215,-1.347834111693448,15.506486591169239,45.61165048543689,15.506486591169239,0.42718446601941745,1.347834111693448,0.6218414670218801,17,0.6462542344516663,19,2,0.27703238553207465,良好,11,20,33,14
E,专家E20,103,0.68620353601016,0.7114016412660502,-0.13373853979456068,16.894091037970817,55.70873786407767,16.894091037970817,0.46601941747572817,0.13373853979456068,0.7068293563458439,9,0.77129031657556,7,0,0.27703238553207465,优秀,8,16,4,6
E,专家E21,103,0.7105067724133275,0.6155342090620473,-0.5258422276312769,20.079481993679728,61.19417475728155,20.079481993679728,0.3300970873786408,0.5258422276312769,0.6049671957415684,18,0.7032646027217861,12,0,0.27703238553207465,优秀,5,31,20,3
E,专家E22,22,0.6528817294372534,0.8428270007604033,-0.09871655214363116,18.512894768978533,56.0,18.512894768978533,0.45454545454545453,0.09871655214363116,0.9015133621688964,1,0.8647852007248572,1,0,0.27703238553207465,优秀,19,1,2,5
E,专家E23,103,0.6642318183933157,0.7289267184144204,-0.4172740659133959,20.334881346540644,60.29126213592233,20.334881346540644,0.4174757281553398,0.4172740659133959,0.772713099974418,3,0.8023363995401331,4,0,0.27703238553207465,优秀,13,12,17,2
E,专家E24,103,0.5562769760929263,0.655925313170485,-0.23763710315898456,18.515151120124212,54.84466019417476,18.515151120124212,0.4077669902912621,0.23763710315898456,0.6265768857032984,15,0.6736463457542415,16,0,0.27703238553207465,优秀,34,25,8,4
E,专家E25,103,0.6213495553747583,0.7712711409808091,-0.8213368973411421,12.434289534422382,49.99029126213592,12.434289534422382,0.39805825242718446,0.8213368973411421,0.6593163781341986,13,0.6590919086509159,18,2,0.27703238553207465,良好,24,4,26,23
E,专家E26,103,0.6589084108519115,0.7314716645908285,-1.2157753843545869,10.639970559783281,66.93203883495146,10.639970559783281,0.3883495145631068,1.2157753843545869,0.5675210916930347,20,0.5904618710737094,25,2,0.27703238553207465,良好,17,11,30,32
E,专家E27,103,0.7716714885762801,0.7572802212861204,-0.027505177253408286,16.019670489322905,56.592233009708735,16.019670489322905,0.3883495145631068,0.027505177253408286,0.7664078093446268,4,0.8209928869525707,3,0,0.27703238553207465,优秀,1,7,1,9
E,专家E28,103,0.2977837954441279,0.4872057265304325,-3.073108129442211,5.574067042584836,82.37864077669903,5.574067042584836,0.4368932038834951,3.073108129442211,0.0,38,0.0,38,1,0.27703238553207465,合格,38,38,38,38
E,专家E29,103,0.7257137333894477,0.7733934548500789,-0.3053462792841151,16.348401825473605,54.28155339805825,16.348401825473605,0.5533980582524272,0.3053462792841151,0.7898151151219288,2,0.8223674208536544,2,0,0.27703238553207465,优秀,2,3,10,8
E,专家E30,103,0.64080771891899,0.7193569570882342,-0.2911949103700498,20.430068274419124,59.24271844660194,20.430068274419124,0.4174757281553398,0.2911949103700498,0.7560071676807454,5,0.7868614542980178,5,0,0.27703238553207465,优秀,21,13,9,1
E,专家E31,103,0.6210560203269655,0.6544333018442898,-0.3262168980209793,13.207687915653251,59.53398058252427,13.207687915653251,0.4174757281553398,0.3262168980209793,0.5372018894428316,24,0.6263726644471086,21,2,0.27703238553207465,良好,25,26,12,20
E,专家E32,103,0.6605159354151179,0.7143047640294432,-0.22946530604043433,15.980635609627646,54.9126213592233,15.980635609627646,0.44660194174757284,0.22946530604043433,0.6886145382853434,10,0.7437371482098084,9,0,0.27703238553207465,优秀,16,15,6,10
E,专家E33,103,0.5437174153575295,0.7552330451857968,-0.9742662434168667,6.7972259843336165,48.71844660194175,6.7972259843336165,0.4077669902912621,0.9742662434168667,0.5094110627168548,25,0.5086560729246288,33,2,0.27703238553207465,良好,36,8,28,37
E,专家E34,103,0.5813694910298537,0.514366357444428,-0.14774733485493266,15.005783282017354,55.592233009708735,15.005783282017354,0.4563106796116505,0.14774733485493266,0.4132567745429302,34,0.5480281163557577,30,2,0.27703238553207465,良好,28,35,5,18
E,专家E35,103,0.640575437310564,0.5888914500452053,-0.5655338136356634,15.826636426805749,61.52427184466019,15.826636426805749,0.42718446601941745,0.5655338136356634,0.4991544774318153,27,0.6109036847169056,22,2,0.27703238553207465,良好,22,32,22,12
E,专家E36,103,0.5778902941125102,0.6294427177275392,-0.4557982523294178,10.115097828099062,60.61165048543689,10.115097828099062,0.44660194174757284,0.4557982523294178,0.4322593557917282,32,0.5330689815482279,32,2,0.27703238553207465,良好,31,29,18,34
E,专家E37,103,0.5788673681976213,0.6952748522064806,-0.38939904964634525,11.129008950935091,53.58252427184466,11.129008950935091,0.4368932038834951,0.38939904964634525,0.5405587796488616,23,0.5953806806871315,23,2,0.27703238553207465,良好,30,18,16,29
E,专家E38,103,0.6616717901204082,0.6732862569186524,-0.11272534720400315,11.95728722917721,55.883495145631066,11.95728722917721,0.4077669902912621,0.11272534720400315,0.5478777568552371,22,0.6443323994721386,20,2,0.27703238553207465,良好,15,23,3,26
