log10_abundance
-2.557520
-1.849244
1.007239
-1.195043
-1.851706
-0.991954
-3.522879
-2.452225
-2.573489
-2.886057
-0.275822
-0.859869
-0.741626
-0.276651
-0.733392
0.264182
-1.039291
0.299562
0.457279
-0.448623
-0.897052
-0.653041
-0.098978
-2.939302
-2.286509
-2.616185
0.864041
0.061083
-3.107905
-3.397940
-2.295849
-2.366532
-1.060082
-2.551294
-2.174574
-2.116907
-2.009661
0.201880
-0.106688
-2.359519
-1.668370
-3.698970
-2.325139
-0.191067
0.472932
0.567813
0.704717
-0.177237
0.236338
-2.364516
-1.231658
0.378360
-0.330544
-1.306801
-0.227004
0.775218
-0.744896
-0.341454
-2.030584
-1.570409
-1.893129
-2.148130
-2.913640
0.099988
-1.737549
-0.299911
0.074297
-0.652670
-1.286258
-1.227238
-3.468521
-2.130182
0.729630
-3.173925
-2.832683
0.768305
-1.959002
-0.086944
0.020175
0.369985
1.275892
-3.698970
-2.688246
-1.430158
-1.977572
0.556699
-2.015473
-2.197911
-2.050610
-0.662042
-1.123955
-0.558541
-1.471212
-2.481486
-1.250496
-1.646084
-2.283162
0.221727
-2.384050
-2.696804
-2.438899
-4.397940
-2.244888
-2.490797
-2.586700
-2.552842
-2.686133
-1.079616
-2.374688
-3.356547
-2.215383
-2.684030
-0.828771
0.143599
-0.854773
-0.671192
-2.344862
0.008515
0.654026
-1.669992
-0.072619
-0.353783
0.337505
0.512502
-0.632998
-0.917035
-1.491470
0.066065
1.748700
-1.439496
-2.537602
0.016641
-1.718967
-0.366814
-1.957031
-2.181115
0.339016
-0.101758
-1.606952
-0.005586
-0.623533
-0.542875
0.378776
-1.016780
-0.500574
0.342326
-0.721635
0.127176
-0.998829
-1.047304
-0.900250
-1.686133
-0.518242
-0.968996
0.790704
0.625506
-0.209426
0.022560
-0.012200
-1.394156
-2.032452
0.177430
-1.022963
-1.404394
-2.754487
-0.972365
-1.643210
-1.668978
-2.089376
-1.823619
-2.879426
0.237973
-0.270010
0.385578
-1.499626
-2.082494
-2.189096
-2.906578
-0.004826
-1.319846
-0.114311
-1.010461
-0.705578
-3.397940
-0.451439
-0.680103
-2.327902
-0.262140
-0.505317
-0.800135
0.010542
-1.781990
-0.620495
-0.519260
-3.721246
-0.788532
-0.723400
-1.302161
-0.139698
0.848229
-1.015698
-2.241088
-2.552842
-3.346787
-0.441483
-1.794254
-2.031984
-1.124997
-2.917215
-2.166216
-2.125518
-0.446809
-0.197876
-2.146302
-1.379032
-1.766243
-1.561141
-2.040005
-1.787812
-0.553991
0.639463
-1.475344
-3.638272
-3.040959
-1.907630
-2.488117
0.502073
-0.125982
-0.229804
1.120533
-1.272621
-0.556659
-1.489187
0.368380
0.600583
-0.634662
-0.098760
0.200998
0.350876
-0.702896
-1.937418
-0.801590
-1.654626
-3.443697
-0.877456
-2.224026
-0.168348
0.146742
0.555368
-0.825039
-1.030165
-2.250264
-1.613501
0.960518
0.891939
0.379989
0.260884
0.648571
-2.355561
-2.168770
-1.957818
-1.989700
-2.512862
-0.478731
-1.258612
1.022013
-1.379344
-3.022276
-2.903090
-1.497163
-1.212256
0.123443
-0.555783
-1.363713
-1.469672
-2.450997
-1.001871
-0.162904
-1.894831
-3.337242
-1.149293
-2.756962
-4.045757
-2.015023
-2.995679
-2.899629
-1.265360
-1.654626
-2.087778
-2.866461
-3.004365
-2.049635
-1.949234
-1.632458
-2.966576
-2.598599
-2.059484
-1.538052
-1.025903
-1.971836
-3.036212
-2.853872
-0.879360
-2.593460
-4.000000
-3.045757
-1.338755
-2.847712
0.873976
-0.337450
0.188000
0.449014
-0.283496
0.106877
0.797794
-1.551603
-0.239427
0.076141
1.073056
0.876254
-1.703554
0.454423
0.017839
-0.645546
-0.728298
0.301518
-2.669586
-2.469800
-0.631007
0.313612
-1.306449
0.040028
-1.166725
-1.934794
-1.749824
-1.230697
-1.555643
-0.099775
-0.497573
-0.795039
0.908999
-1.047111
0.015687
-0.862108
-1.321846
0.311228
0.813678
-0.306018
-0.101154
0.438216
0.003392
0.331008
-0.450225
-0.335330
-0.804654
-1.764724
-1.668168
-0.567255
-2.116907
-0.182065
0.217534
-0.644185
0.928622
0.676867
-1.830032
-1.480960
-2.482804
-1.149476
-1.449283
-1.870955
-0.624977
-1.556424
-0.446469
-1.904134
-0.986447
-2.360513
-0.564299
-0.544988
-0.587556
-0.175816
-1.577574
-2.505845
-1.355857
-1.202732
-2.412289
-0.214272
-2.737549
-2.297569
-2.663540
0.133239
-0.328938
0.769393
-0.505553
-1.418847
-1.067526
-2.326979
0.304165
-0.552145
-2.454693
-2.616185
-2.530178
-1.275315
-0.787919
-3.187087
-1.360812
-0.418437
-1.070479
-1.809668
-2.853872
0.076236
-0.480093
-1.008287
-1.234779
0.793230
0.140272
-0.547003
0.592792
0.062492
-1.524184
0.184175
-0.238817
0.076902
-0.335273
-1.442493
-2.591760
-0.988895
0.409380
-1.544698
-1.067932
-2.370590
-0.177538
-2.262013
-1.021089
-0.930591
-0.950046
-1.345727
-1.476384
-1.315963
0.368196
-0.049056
-1.768530
-1.701802
-1.610480
-2.100727
-0.323252
-2.248721
-0.095858
0.480415
-0.292464
1.040169
0.016536
-0.228633
-0.684575
-0.991272
0.517783
0.221949
-0.223815
-0.123211
-2.512862
-0.177211
-0.019897
0.232195
-0.017688
-1.866142
-2.427128
-2.596879
-1.178094
-1.925549
-0.181029
0.218714
-0.795554
-1.811072
0.764057
-2.627088
0.704404
-1.048468
-1.414201
-0.208239
0.232012
1.178453
-1.894149
0.005532
-2.872895
-2.124360
-3.214670
-1.523748
-0.682689
-1.371407
-2.380907
0.143146
-2.450997
0.208143
-2.501689
-1.321027
-1.625802
-2.787812
-2.064997
-2.131356
-2.279014
-2.249492
-0.176963
-1.636952
-2.946922
-1.554396
-2.258848
-0.854089
-1.318759
-1.638272
-2.153663
-0.906088
-1.892790
-2.114639
-1.841939
-2.348722
-2.787812
-2.899629
-2.958607
-1.775208
-1.264641
-1.425274
1.690711
-1.700057
-0.390235
0.434791
-0.309087
0.432612
-1.677988
-0.458895
-0.584326
0.074568
-0.192769
0.262109
-1.889410
-1.127261
-0.036297
-0.771420
-0.576066
-1.557834
-2.030584
-0.643420
-0.668431
-2.003488
-0.743523
-0.887127
-0.941308
-0.518328
-2.255707
-1.114074
-0.763715
-0.413897
-0.970900
-0.561695
-0.957543
-1.980884
-2.316053
-0.694197
-1.138824
-1.159957
-0.394792
-2.103474
-0.720927
-2.348722
-3.065502
-0.777830
0.070588
-0.524968
0.373019
-0.387428
-2.055517
-0.354863
-0.879097
0.359879
-1.209926
-0.820678
-0.980053
-0.240733
-1.206140
-0.916999
-1.567031
-1.976336
-1.580375
-1.513428
-0.438326
-2.104025
-1.205164
-2.046724
-1.124418
-1.943858
1.065938
-1.836242
0.203378
-2.406714
-2.737549
-1.909389
-0.679106
-1.606074
-1.469800
-1.333669
-1.783306
-1.569925
-1.478470
-0.029900
0.858614
-1.065704
-0.374760
-1.732359
-1.488919
-2.742321
-1.858864
-1.389446
-0.642027
-1.438422
-0.776842
-1.955460
-0.336799
-0.804626
-0.640810
-1.688034
0.128529
-0.905005
-0.117965
-0.602703
-0.506946
-1.448306
0.500802
-0.626004
-0.898459
-2.095284
-2.243364
-0.097622
0.244779
-0.099054
-0.147648
-2.085128
-3.102373
-1.115885
-3.455932
0.062883
-1.100782
-1.720561
-1.248721
-1.852015
-3.031517
0.117755
-0.608853
0.085241
-1.026595
0.707266
-0.033333
0.094115
0.476140
0.348791
0.876272
-1.402854
-1.063235
0.000642
-0.110015
0.370104
0.130067
-1.038010
0.236386
-0.325920
-0.289536
-0.634418
-0.415318
0.605853
-2.184422
-0.404416
-0.604115
-2.669586
-1.221994
-1.769296
-2.671620
-0.652182
-1.060181
-2.183096
-1.752763
-2.329754
0.091438
0.257566
0.463381
-0.831974
-0.870246
-0.301047
-1.498530
-1.413300
-1.861066
-1.887395
-2.290730
-2.244125
-2.432974
-3.045757
0.314440
0.422245
-0.308512
-2.714443
-2.413413
-0.254597
-1.524619
-0.841698
0.346212
0.323489
-2.273273
-0.647065
0.501901
-0.454681
-0.518744
-0.620658
-1.505011
-1.638083
-2.201349
-2.115205
-1.510182
-1.703554
0.304600
-0.232073
0.356726
-1.356646
-2.882729
-1.312114
0.822158
-3.060481
-2.477556
-1.969805
-3.585027
-0.346739
1.119385
-2.222573
-1.782516
-2.872895
-1.143211
-2.488117
-0.840854
0.026913
-1.873544
-3.136677
-1.200108
-1.666351
-1.418050
-0.304081
-1.089856
-1.114526
-1.659159
-1.040005
-0.143301
-2.133713
-2.752027
-2.991400
-2.703335
-2.835647
-1.185619
0.437238
-2.183759
-1.975104
-1.578067
-2.111820
-3.017729
-3.013228
-0.694369
-2.600326
-0.525099
-2.326058
-1.904134
-2.492144
-0.050108
-2.371611
-0.446178
-2.841638
0.264206
-1.910802
-2.153663
-1.742561
0.482038
-1.934047
-1.421246
-2.627088
0.464103
0.249788
-3.070581
0.971474
-0.609825
-0.298605
-1.449527
0.850658
-0.487036
-1.201142
-0.261767
-0.577148
-0.161415
-0.560746
0.802599
-1.710857
-0.403249
-0.443215
-0.639482
0.524018
-3.508638
-0.691030
-0.553789
0.232666
-0.667138
-1.078834
-1.864549
0.167456
-1.215311
-0.278635
-1.498393
-1.078158
-2.143876
-2.091515
-2.365523
-1.595166
-1.174639
0.885216
-2.133713
-0.646372
0.158703
-1.715569
-0.610214
-1.677988
-1.612254
-2.632644
-1.207889
-0.734404
-1.932557
-2.721246
0.823895
-0.118661
-3.136677
-2.336299
-0.051225
0.560547
0.580157
-1.740884
-0.017978
0.036860
-0.560036
-0.963491
-2.312471
-2.127844
-1.123378
-1.797512
0.855672
0.146482
-1.309184
-1.401319
-1.769807
0.842178
-0.219258
-2.939302
-2.317855
0.355252
-1.041197
-2.101824
-0.190023
-1.534617
0.516724
-2.003051
-1.920457
-0.256130
-1.449527
-0.450629
-0.317494
-2.511449
-3.638272
-2.199283
-1.596536
-1.021911
-1.762959
-0.243714
-1.376647
-2.025028
-0.273020
-3.173925
-2.368556
-2.863279
-1.957424
-2.249492
-1.210843
-1.206419
-0.605303
-2.860121
-2.393619
-0.023655
-0.855488
-2.133122
-2.853872
-1.412065
-1.964170
-2.742321
0.612891
-0.290730
-0.709120
-1.672233
0.159937
-1.291494
-0.151996
0.383492
-2.906578
0.275198
1.210809
-0.493441
0.462585
0.548118
