feature_zero_fraction
0.491736
0.729339
0.921488
0.983471
0.919421
0.882231
0.979339
0.989669
0.714876
0.896694
0.252066
0.938017
0.807851
0.743802
0.183884
0.824380
0.971074
0.365702
0.878099
0.966942
0.181818
0.911157
0.882231
0.719008
0.559917
0.634298
0.433884
0.940083
0.964876
0.237603
0.386364
0.657025
0.766529
0.857438
0.101240
0.603306
0.510331
0.644628
0.440083
0.729339
0.435950
0.698347
0.074380
0.700413
0.807851
0.987603
0.392562
0.179752
0.041322
0.061983
0.219008
0.206612
0.148760
0.407025
0.123967
0.942149
0.204545
0.756198
0.237603
0.446281
0.911157
0.979339
0.942149
0.966942
0.873967
0.611570
0.557851
0.599174
0.919421
0.559917
0.929752
0.902893
0.977273
0.225207
0.340909
0.142562
0.128099
0.252066
0.117769
0.669421
0.855372
1.000000
0.683884
0.898760
0.997934
0.935950
0.966942
0.960744
0.853306
0.940083
0.991736
0.969008
0.975207
0.733471
0.822314
0.654959
0.816116
0.995868
0.766529
0.983471
0.725207
0.235537
0.097107
0.535124
0.743802
0.564050
0.444215
0.539256
0.824380
0.423554
0.140496
0.960744
0.861570
0.946281
0.758264
0.714876
0.969008
0.840909
0.995868
0.981405
0.876033
0.710744
1.000000
0.336777
0.278926
0.935950
0.130165
0.033058
0.152893
0.035124
0.169421
0.181818
0.092975
0.845041
0.555785
0.008264
0.002066
0.638430
0.522727
0.109504
0.078512
0.737603
0.595041
0.047521
0.070248
0.921488
0.469008
0.741736
0.667355
0.111570
0.557851
0.971074
0.055785
0.051653
0.694215
0.915289
0.082645
0.140496
0.043388
0.729339
0.035124
0.376033
0.448347
0.884298
0.634298
0.190083
0.002066
0.202479
0.526860
0.109504
0.477273
0.880165
0.510331
0.262397
0.291322
0.002066
0.295455
0.795455
0.973140
0.979339
0.805785
0.648760
0.611570
0.541322
0.745868
0.216942
0.764463
0.836777
0.785124
0.661157
0.886364
0.898760
0.989669
0.892562
0.663223
0.636364
0.995868
0.836777
0.778926
0.871901
0.276860
0.559917
0.667355
0.365702
0.140496
0.973140
0.931818
0.971074
0.411157
0.611570
0.361570
0.590909
0.464876
0.997934
0.987603
0.150826
0.276860
0.479339
0.690083
1.000000
0.995868
1.000000
1.000000
0.940083
0.940083
0.983471
0.925620
0.272727
0.617769
0.946281
0.923554
1.000000
0.942149
0.388430
0.977273
1.000000
0.958678
0.997934
1.000000
0.274793
0.997934
1.000000
0.997934
0.944215
0.762397
0.981405
0.993802
0.971074
0.997934
0.962810
0.952479
0.981405
0.950413
0.931818
0.923554
0.969008
0.838843
0.989669
0.960744
0.958678
0.993802
0.964876
0.985537
0.964876
0.987603
0.993802
0.989669
0.991736
0.973140
0.960744
0.938017
0.993802
0.993802
0.969008
0.921488
0.997934
0.991736
0.997934
0.995868
0.997934
0.991736
0.650826
0.991736
0.981405
0.704545
0.969008
0.983471
0.964876
0.985537
0.993802
0.993802
0.997934
0.925620
0.985537
0.760331
0.995868
0.818182
0.975207
0.927686
0.983471
0.944215
0.995868
0.960744
0.995868
0.477273
0.997934
0.993802
0.946281
0.931818
0.842975
0.923554
0.975207
0.979339
0.878099
0.989669
0.946281
0.880165
0.993802
0.983471
0.935950
0.983471
0.971074
0.995868
0.921488
0.995868
0.973140
0.971074
0.971074
0.944215
0.991736
0.993802
0.989669
0.983471
0.993802
0.997934
0.913223
0.977273
0.985537
0.989669
0.983471
0.962810
0.987603
0.940083
0.956612
0.989669
0.878099
0.989669
0.783058
0.977273
0.933884
0.865702
0.735537
0.991736
0.927686
0.997934
0.605372
0.977273
0.993802
0.971074
0.997934
0.743802
0.993802
0.995868
0.995868
0.975207
0.900826
0.983471
0.966942
0.927686
0.983471
0.904959
0.989669
0.962810
0.989669
0.909091
0.997934
0.888430
0.956612
0.995868
0.995868
0.987603
0.946281
0.995868
0.973140
0.878099
0.993802
0.987603
0.911157
0.995868
0.985537
0.826446
0.971074
0.997934
0.971074
0.741736
0.993802
0.861570
0.977273
0.462810
0.944215
0.923554
0.929752
0.962810
0.599174
0.997934
0.997934
0.962810
0.938017
0.948347
0.919421
0.923554
0.962810
0.987603
0.995868
0.995868
0.985537
0.975207
0.995868
0.993802
0.956612
0.989669
0.863636
0.987603
0.991736
0.878099
0.836777
0.913223
0.983471
0.997934
0.995868
0.995868
0.987603
0.962810
0.942149
0.991736
0.989669
0.993802
0.964876
0.995868
0.995868
0.993802
0.977273
0.952479
0.911157
0.987603
0.989669
0.985537
0.993802
0.985537
0.987603
0.995868
0.997934
0.983471
0.995868
0.995868
0.890496
0.985537
0.979339
0.979339
0.993802
0.995868
0.991736
0.966942
0.993802
0.997934
0.993802
0.975207
0.917355
0.904959
0.991736
0.979339
0.993802
0.995868
0.991736
0.995868
0.997934
0.958678
0.880165
0.944215
0.997934
0.997934
0.997934
0.997934
1.000000
1.000000
1.000000
0.997934
0.997934
1.000000
0.997934
0.995868
0.997934
1.000000
1.000000
0.997934
1.000000
1.000000
0.997934
1.000000
1.000000
1.000000
0.991736
1.000000
1.000000
1.000000
0.993802
0.997934
0.993802
1.000000
0.983471
0.991736
0.981405
1.000000
1.000000
0.995868
1.000000
1.000000
1.000000
1.000000
1.000000
1.000000
1.000000
1.000000
1.000000
1.000000
1.000000
1.000000
1.000000
1.000000
1.000000
1.000000
1.000000
1.000000
1.000000
1.000000
1.000000
1.000000
0.997934
0.987603
1.000000
0.991736
0.995868
1.000000
1.000000
0.997934
0.997934
0.991736
1.000000
0.983471
1.000000
1.000000
0.991736
0.995868
0.989669
0.991736
1.000000
1.000000
1.000000
0.975207
0.997934
1.000000
1.000000
0.985537
1.000000
1.000000
1.000000
0.997934
1.000000
1.000000
